Model,MAE,RMSE,R2
"ARIMA(1,0,1)",157.50981130039122,188.31694385092922,-2.3538375656879946
"SARIMA(1,0,1)(1,0,1,30)",63.57228231577966,76.58884456885183,0.4452538902543052
