Date,Actual_Price,ARIMA_Forecast,SARIMA_Forecast
2018-09-12,3047,2814.871353772036,3050.462976050884
2018-09-13,3050,2814.767780401886,3050.701635367738
2018-09-14,3061,2814.6644926424906,3050.940259838507
2018-09-15,3043,2814.561489706259,3051.178937734615
2018-09-16,3043,2814.4587708077715,3051.417631294128
2018-09-17,3076,2814.356335163774,3051.656325652616
2018-09-18,3086,2814.2541819931726,3051.8950733939646
2018-09-19,3092,2814.1523105170277,3052.1338171652205
2018-09-20,3060,2814.050719958547,3052.3725579971997
2018-09-21,3058,2813.94940954308,3052.611332311838
2018-09-22,3057,2813.848378498114,3052.850074432852
2018-09-23,3057,2813.747626053265,3053.0889200511174
2018-09-24,3084,2813.6471514402733,3053.327726232746
2018-09-25,3083,2813.5469538929988,3053.5666435186677
2018-09-26,3060,2813.447032647414,3053.805522965098
2018-09-27,3033,2813.347386941597,3054.044390037948
2018-09-28,3050,2813.248016015728,3054.283280312553
2018-09-29,3051,2813.1489191120822,3054.5222180667843
2018-09-30,3051,2813.050095475025,3054.761130892364
2018-10-01,3057,2812.9515443510036,3055.0000824721656
2018-10-02,3059,2812.8532649885456,3055.239063529164
2018-10-03,3100,2812.7552566382487,3055.4781154037964
2018-10-04,3100,2812.6575185527786,3055.717175533533
2018-10-05,3105,2812.560049986861,3055.9562079548637
2018-10-06,3165,2812.4628501972775,3056.1952418421797
2018-10-07,3165,2812.365918442858,3056.4343801921996
2018-10-08,3122,2812.269253984477,3056.673481107662
2018-10-09,3127,2812.172856085048,3056.9126341314395
2018-10-10,3138,2812.0767240095156,3057.1517699654264
2018-10-11,3200,2811.9808570248515,3057.3908856512144
2018-10-12,3182,2811.88525440005,3057.6300843978993
2018-10-13,3184,2811.78991540612,3057.8692943197543
2018-10-14,3184,2811.6948393160815,3058.108488710849
2018-10-15,3207,2811.6000254049586,3058.347724054661
2018-10-16,3187,2811.5054729497742,3058.586976188686
2018-10-17,3187,2811.4111812295464,3058.826235602031
2018-10-18,3209,2811.3171495252795,3059.0655359424995
2018-10-19,3191,2811.223377119962,3059.3048405117256
2018-10-20,3191,2811.129863298559,3059.5441499698345
2018-10-21,3191,2811.0366073480072,3059.7834876229535
2018-10-22,3189,2810.94360855721,3060.0228114468005
2018-10-23,3207,2810.8508662170316,3060.262208267518
2018-10-24,3191,2810.758379620291,3060.501586625377
2018-10-25,3185,2810.6661480617595,3060.7410428487456
2018-10-26,3195,2810.5741708381497,3060.980481632294
2018-10-27,3193,2810.4824472481164,3061.219919271629
2018-10-28,3193,2810.390976592247,3061.459378531158
2018-10-29,3189,2810.2997581730588,3061.6988749462876
2018-10-30,3183,2810.2087912949905,3061.9383621850793
2018-10-31,3174,2810.118075264401,3062.177880997337
2018-11-01,3187,2810.02760938956,3062.4174254474256
2018-11-02,3175,2809.9373929806466,3062.6570219887135
2018-11-03,3176,2809.8474253497407,3062.896630589341
2018-11-04,3176,2809.7577058108195,3063.1362282375776
2018-11-05,3173,2809.6682336797526,3063.375833602006
2018-11-06,3165,2809.5790082742956,3063.615512588497
2018-11-07,3158,2809.4900289140855,3063.8551744006363
2018-11-08,3139,2809.401294920635,3064.0948763354736
2018-11-09,3101,2809.3128056173286,3064.3345740512027
2018-11-10,3102,2809.224560329417,3064.574265655333
2018-11-11,3102,2809.1365583840093,3064.8140171896307
2018-11-12,3101,2809.048799110072,3065.053782656527
2018-11-13,3078,2808.961281838423,3065.2935449680135
2018-11-14,3073,2808.874005901723,3065.533340267159
2018-11-15,3079,2808.7869706344745,3065.773153093438
2018-11-16,3099,2808.7001753730146,3066.012977361569
